name,country,lat,lon,month,tmin,tmax,sun_days_gt5h,sun_coverage,sun_source
Kiel,DE,54.3213,10.1349,4,3.835,12.283,17.714,0.7,station
Kiel,DE,54.3213,10.1349,5,7.712,17.008,22.833,0.613,station
Kiel,DE,54.3213,10.1349,6,11.749,21.334,20.167,0.6,station
Kiel,DE,54.3213,10.1349,7,13.095,22.032,18.833,0.6,station
Kiel,DE,54.3213,10.1349,8,13.335,22.373,21.396,0.671,station
Kiel,DE,54.3213,10.1349,9,11.258,19.248,18.143,0.7,station
Kiel,DE,54.3213,10.1349,10,8.36,14.044,8.286,0.7,station
Kiel,DE,54.3213,10.1349,11,3.925,8.442,1.714,0.7,station
Kiel,DE,54.3213,10.1349,12,2.347,6.032,0.429,0.7,station
Koblenz,DE,50.3536,7.5788,1,1.602,5.534,1.333,0.3,station
Koblenz,DE,50.3536,7.5788,2,2.275,8.378,3.667,0.3,station
Koblenz,DE,50.3536,7.5788,3,2.952,11.486,8.0,0.3,station
Koblenz,DE,50.3536,7.5788,4,5.277,15.536,11.667,0.3,station
Koblenz,DE,50.3536,7.5788,5,8.466,18.527,14.667,0.3,station
Koblenz,DE,50.3536,7.5788,6,13.4,24.3,19.333,0.3,station
Koblenz,DE,50.3536,7.5788,7,14.245,24.698,17.333,0.3,station
Koblenz,DE,50.3536,7.5788,8,14.87,25.117,20.239,0.371,station
Koblenz,DE,50.3536,7.5788,9,11.372,20.796,13.25,0.4,station
Koblenz,DE,50.3536,7.5788,10,8.859,15.654,5.25,0.4,station
Koblenz,DE,50.3536,7.5788,11,4.771,9.46,0.5,0.4,station
Koblenz,DE,50.3536,7.5788,12,3.091,6.66,0.0,0.4,station
Konstanz,DE,47.6603,9.1758,1,-0.506,4.402,2.982,0.955,station
Konstanz,DE,47.6603,9.1758,2,0.755,7.465,8.2,1.0,station
Konstanz,DE,47.6603,9.1758,3,2.352,11.52,14.5,1.0,station
Konstanz,DE,47.6603,9.1758,4,5.172,15.773,18.8,1.0,station
Konstanz,DE,47.6603,9.1758,5,9.223,19.406,18.7,1.0,station
Konstanz,DE,47.6603,9.1758,6,13.945,25.042,21.9,1.0,station
Konstanz,DE,47.6603,9.1758,7,15.127,25.939,22.7,1.0,station
Konstanz,DE,47.6603,9.1758,8,15.073,25.44,21.9,1.0,station
Konstanz,DE,47.6603,9.1758,9,11.679,20.884,18.5,1.0,station
Konstanz,DE,47.6603,9.1758,10,7.757,15.127,10.342,0.961,station
Konstanz,DE,47.6603,9.1758,11,3.14,8.177,2.778,0.9,station
Konstanz,DE,47.6603,9.1758,12,0.689,4.903,2.222,0.9,station
Köln,DE,50.9333,6.95,1,1.235,6.401,3.6,1.0,station
Köln,DE,50.9333,6.95,2,1.948,9.142,8.4,1.0,station
Köln,DE,50.9333,6.95,3,2.942,12.438,13.0,1.0,station
Köln,DE,50.9333,6.95,4,4.977,16.21,15.1,1.0,station
Köln,DE,50.9333,6.95,5,8.898,20.585,18.5,1.0,station
Köln,DE,50.9333,6.95,6,13.392,24.871,18.6,1.0,station
Köln,DE,50.9333,6.95,7,14.184,25.5,18.0,1.0,station
Köln,DE,50.9333,6.95,8,14.299,25.703,18.2,1.0,station
Köln,DE,50.9333,6.95,9,11.167,21.893,15.8,1.0,station
Köln,DE,50.9333,6.95,10,8.553,16.314,7.5,1.0,station
Köln,DE,50.9333,6.95,11,4.2,10.419,5.1,1.0,station
Köln,DE,50.9333,6.95,12,2.642,7.682,3.4,1.0,station
Landshut,DE,48.5296,12.1618,1,-2.193,3.215,4.635,0.0,spatial_fill
Landshut,DE,48.5296,12.1618,2,-0.373,6.574,9.129,0.0,spatial_fill
Landshut,DE,48.5296,12.1618,3,1.709,10.492,13.821,0.0,spatial_fill
Landshut,DE,48.5296,12.1618,4,4.653,14.894,17.506,0.0,spatial_fill
Landshut,DE,48.5296,12.1618,5,8.786,18.795,18.976,0.0,spatial_fill
Landshut,DE,48.5296,12.1618,6,13.581,24.348,22.07,0.0,spatial_fill
Landshut,DE,48.5296,12.1618,7,14.52,25.416,21.602,0.0,spatial_fill
Landshut,DE,48.5296,12.1618,8,14.589,25.009,21.207,0.0,spatial_fill
Landshut,DE,48.5296,12.1618,9,10.876,20.253,17.039,0.0,spatial_fill
Landshut,DE,48.5296,12.1618,10,6.826,14.684,10.689,0.0,spatial_fill
Landshut,DE,48.5296,12.1618,11,1.584,7.169,4.909,0.0,spatial_fill
Landshut,DE,48.5296,12.1618,12,-0.719,4.146,3.813,0.0,spatial_fill
Leipzig,DE,51.3396,12.3713,1,-0.352,4.845,4.222,0.9,station
Leipzig,DE,51.3396,12.3713,2,0.047,7.254,6.875,0.809,station
Leipzig,DE,51.3396,12.3713,3,1.445,10.588,11.375,0.8,station
Leipzig,DE,51.3396,12.3713,4,4.171,15.041,17.25,0.8,station
Leipzig,DE,51.3396,12.3713,5,8.153,19.618,19.625,0.8,station
Leipzig,DE,51.3396,12.3713,6,13.264,25.101,21.5,0.8,station
Leipzig,DE,51.3396,12.3713,7,14.177,25.749,19.75,0.8,station
Leipzig,DE,51.3396,12.3713,8,14.101,25.829,21.106,0.871,station
Leipzig,DE,51.3396,12.3713,9,10.726,21.685,18.111,0.9,station
Leipzig,DE,51.3396,12.3713,10,7.598,15.601,7.889,0.9,station
Leipzig,DE,51.3396,12.3713,11,2.801,8.954,5.667,0.9,station
Leipzig,DE,51.3396,12.3713,12,1.112,6.097,3.778,0.9,station
Lübeck,DE,53.8689,10.6873,1,0.102,4.637,2.2,1.0,station
Lübeck,DE,53.8689,10.6873,2,0.004,6.308,6.0,1.0,station
Lübeck,DE,53.8689,10.6873,3,0.848,9.519,11.0,1.0,station
Lübeck,DE,53.8689,10.6873,4,2.992,13.425,18.3,1.0,station
Lübeck,DE,53.8689,10.6873,5,7.189,18.416,20.0,1.0,station
Lübeck,DE,53.8689,10.6873,6,11.459,22.862,21.057,0.993,station
Lübeck,DE,53.8689,10.6873,7,12.66,23.322,17.993,0.99,station
Lübeck,DE,53.8689,10.6873,8,12.602,23.717,20.1,1.0,station
Lübeck,DE,53.8689,10.6873,9,9.985,20.3,16.7,1.0,station
Lübeck,DE,53.8689,10.6873,10,7.417,14.485,8.2,1.0,station
Lübeck,DE,53.8689,10.6873,11,2.997,8.323,3.4,1.0,station
Lübeck,DE,53.8689,10.6873,12,1.662,5.788,2.3,1.0,station
Lüneburg,DE,53.2512,10.4155,1,0.045,4.554,2.2,1.0,station
Lüneburg,DE,53.2512,10.4155,2,0.289,6.645,6.9,1.0,station
Lüneburg,DE,53.2512,10.4155,3,1.34,10.216,11.4,1.0,station
Lüneburg,DE,53.2512,10.4155,4,3.763,14.599,19.3,1.0,station
Lüneburg,DE,53.2512,10.4155,5,7.976,19.56,21.5,1.0,station
Lüneburg,DE,53.2512,10.4155,6,12.083,24.0,21.3,1.0,station
Lüneburg,DE,53.2512,10.4155,7,13.107,24.139,18.3,1.0,station
Lüneburg,DE,53.2512,10.4155,8,13.145,24.611,19.8,1.0,station
Lüneburg,DE,53.2512,10.4155,9,10.538,20.875,16.9,1.0,station
Lüneburg,DE,53.2512,10.4155,10,7.494,14.774,8.8,1.0,station
Lüneburg,DE,53.2512,10.4155,11,3.112,8.271,3.5,1.0,station
Lüneburg,DE,53.2512,10.4155,12,1.432,5.707,2.5,1.0,station
Magdeburg,DE,52.1313,11.6319,1,-0.195,4.959,3.7,1.0,station
Magdeburg,DE,52.1313,11.6319,2,0.258,7.34,6.9,1.0,station
Magdeburg,DE,52.1313,11.6319,3,1.479,10.884,13.0,1.0,station
Magdeburg,DE,52.1313,11.6319,4,4.362,15.383,17.3,1.0,station
Magdeburg,DE,52.1313,11.6319,5,8.781,20.113,20.3,1.0,station
Magdeburg,DE,52.1313,11.6319,6,13.391,25.106,22.8,1.0,station
Magdeburg,DE,52.1313,11.6319,7,14.178,25.494,20.5,1.0,station
Magdeburg,DE,52.1313,11.6319,8,14.277,25.905,21.5,1.0,station
Magdeburg,DE,52.1313,11.6319,9,11.11,21.925,18.4,1.0,station
Magdeburg,DE,52.1313,11.6319,10,7.849,15.744,9.2,1.0,station
Magdeburg,DE,52.1313,11.6319,11,3.06,9.043,5.3,1.0,station
Magdeburg,DE,52.1313,11.6319,12,1.173,6.229,3.0,1.0,station
Mannheim,DE,49.4891,8.4669,1,0.434,6.109,4.1,1.0,station
Mannheim,DE,49.4891,8.4669,2,1.291,9.243,9.2,1.0,station
Mannheim,DE,49.4891,8.4669,3,2.503,12.894,13.7,1.0,station
Mannheim,DE,49.4891,8.4669,4,4.846,16.925,19.154,0.987,station
Mannheim,DE,49.4891,8.4669,5,9.208,21.047,20.8,1.0,station
Mannheim,DE,49.4891,8.4669,6,14.097,26.225,21.7,1.0,station
Mannheim,DE,49.4891,8.4669,7,14.995,27.284,22.0,1.0,station
Mannheim,DE,49.4891,8.4669,8,15.311,27.318,22.3,1.0,station
Mannheim,DE,49.4891,8.4669,9,11.461,22.764,17.6,1.0,station
Mannheim,DE,49.4891,8.4669,10,7.742,16.679,9.1,1.0,station
Mannheim,DE,49.4891,8.4669,11,3.444,9.634,4.4,1.0,station
Mannheim,DE,49.4891,8.4669,12,1.711,6.824,4.0,1.0,station
Minden,DE,52.2895,8.9146,1,1.026,5.259,2.896,0.781,station
Minden,DE,52.2895,8.9146,2,1.397,7.27,6.0,0.802,station
Minden,DE,52.2895,8.9146,3,2.54,10.327,9.515,0.858,station
Minden,DE,52.2895,8.9146,4,4.777,14.191,14.654,0.857,station
Minden,DE,52.2895,8.9146,5,8.848,18.767,17.24,0.874,station
Minden,DE,52.2895,8.9146,6,13.312,23.147,17.453,0.797,station
Minden,DE,52.2895,8.9146,7,14.402,23.698,16.656,0.823,station
Minden,DE,52.2895,8.9146,8,14.557,24.24,20.114,0.823,station
Minden,DE,52.2895,8.9146,9,11.546,20.547,14.073,0.797,station
Minden,DE,52.2895,8.9146,10,8.835,15.104,6.987,0.794,station
Minden,DE,52.2895,8.9146,11,4.135,9.03,2.661,0.793,station
Minden,DE,52.2895,8.9146,12,2.659,6.595,2.0,0.8,station
Munich,DE,48.1374,11.5755,1,-1.603,4.763,7.2,1.0,station
Munich,DE,48.1374,11.5755,2,0.14,7.897,9.6,1.0,station
Munich,DE,48.1374,11.5755,3,1.82,11.23,14.3,1.0,station
Munich,DE,48.1374,11.5755,4,4.784,15.527,17.7,1.0,station
Munich,DE,48.1374,11.5755,5,8.667,19.043,18.4,1.0,station
Munich,DE,48.1374,11.5755,6,13.697,24.656,22.2,1.0,station
Munich,DE,48.1374,11.5755,7,14.889,25.556,21.6,1.0,station
Munich,DE,48.1374,11.5755,8,14.744,25.341,21.1,1.0,station
Munich,DE,48.1374,11.5755,9,10.83,20.756,17.7,1.0,station
Munich,DE,48.1374,11.5755,10,6.918,15.917,12.5,1.0,station
Munich,DE,48.1374,11.5755,11,2.049,8.579,7.0,1.0,station
Munich,DE,48.1374,11.5755,12,-0.2,5.497,6.5,1.0,station
Münster,DE,51.9624,7.6257,1,0.761,5.795,3.7,1.0,station
Münster,DE,51.9624,7.6257,2,1.152,8.001,7.5,1.0,station
Münster,DE,51.9624,7.6257,3,2.19,11.146,11.7,1.0,station
Münster,DE,51.9624,7.6257,4,4.28,15.009,15.8,1.0,station
Münster,DE,51.9624,7.6257,5,8.233,19.803,19.4,1.0,station
Münster,DE,51.9624,7.6257,6,12.73,23.83,18.0,1.0,station
Münster,DE,51.9624,7.6257,7,13.53,24.363,18.0,1.0,station
Münster,DE,51.9624,7.6257,8,13.511,24.633,18.8,1.0,station
Münster,DE,51.9624,7.6257,9,10.572,20.924,15.6,1.0,station
Münster,DE,51.9624,7.6257,10,7.944,15.572,8.1,1.0,station
Münster,DE,51.9624,7.6257,11,3.382,9.577,4.4,1.0,station
Münster,DE,51.9624,7.6257,12,2.174,7.009,1.9,1.0,station
Neubrandenburg,DE,53.5573,13.261,1,-0.367,3.663,2.4,1.0,station
Neubrandenburg,DE,53.5573,13.261,2,0.04,5.591,6.3,1.0,station
Neubrandenburg,DE,53.5573,13.261,3,1.066,8.913,11.4,1.0,station
Neubrandenburg,DE,53.5573,13.261,4,3.61,13.392,17.8,1.0,station
Neubrandenburg,DE,53.5573,13.261,5,7.774,18.341,20.5,1.0,station
Neubrandenburg,DE,53.5573,13.261,6,12.24,23.211,22.2,1.0,station
Neubrandenburg,DE,53.5573,13.261,7,13.605,23.42,19.7,1.0,station
Neubrandenburg,DE,53.5573,13.261,8,13.904,23.843,20.7,1.0,station
Neubrandenburg,DE,53.5573,13.261,9,10.996,20.1,18.2,1.0,station
Neubrandenburg,DE,53.5573,13.261,10,7.608,13.859,7.8,1.0,station
Neubrandenburg,DE,53.5573,13.261,11,3.34,7.692,2.9,1.0,station
Neubrandenburg,DE,53.5573,13.261,12,1.121,4.829,1.6,1.0,station
Neuwied,DE,50.4336,7.4706,1,0.747,5.962,2.0,1.0,station
Neuwied,DE,50.4336,7.4706,2,1.242,8.604,7.2,1.0,station
Neuwied,DE,50.4336,7.4706,3,2.208,12.113,12.0,1.0,station
Neuwied,DE,50.4336,7.4706,4,4.306,15.948,16.8,1.0,station
Neuwied,DE,50.4336,7.4706,5,8.423,20.044,18.4,1.0,station
Neuwied,DE,50.4336,7.4706,6,12.842,24.76,19.9,1.0,station
Neuwied,DE,50.4336,7.4706,7,13.791,25.527,19.7,1.0,station
Neuwied,DE,50.4336,7.4706,8,14.057,25.726,19.8,1.0,station
Neuwied,DE,50.4336,7.4706,9,10.62,21.655,16.5,1.0,station
Neuwied,DE,50.4336,7.4706,10,7.884,15.977,7.6,1.0,station
Neuwied,DE,50.4336,7.4706,11,3.625,9.65,2.6,1.0,station
Neuwied,DE,50.4336,7.4706,12,2.099,6.837,1.3,1.0,station
Nuremberg,DE,49.4542,11.0775,1,-1.739,4.501,4.7,1.0,station
Nuremberg,DE,49.4542,11.0775,2,-0.876,7.412,8.4,1.0,station
Nuremberg,DE,49.4542,11.0775,3,0.515,11.324,13.4,1.0,station
Nuremberg,DE,49.4542,11.0775,4,3.261,15.77,18.1,1.0,station
Nuremberg,DE,49.4542,11.0775,5,7.441,19.959,20.283,0.994,station
Nuremberg,DE,49.4542,11.0775,6,12.441,25.38,22.5,1.0,station
Nuremberg,DE,49.4542,11.0775,7,13.324,26.187,22.6,1.0,station
Nuremberg,DE,49.4542,11.0775,8,13.2,26.074,22.4,1.0,station
Nuremberg,DE,49.4542,11.0775,9,9.458,21.397,18.0,1.0,station
Nuremberg,DE,49.4542,11.0775,10,5.839,15.465,9.8,1.0,station
Nuremberg,DE,49.4542,11.0775,11,1.65,8.412,5.7,1.0,station
Nuremberg,DE,49.4542,11.0775,12,-0.311,5.217,3.5,1.0,station
Oldenburg,DE,53.1404,8.2148,1,1.726,5.479,1.0,0.3,station
Oldenburg,DE,53.1404,8.2148,2,2.293,7.524,3.0,0.3,station
Oldenburg,DE,53.1404,8.2148,3,2.859,10.077,10.0,0.3,station
Oldenburg,DE,53.1404,8.2148,4,4.378,13.35,15.667,0.3,station
Oldenburg,DE,53.1404,8.2148,5,7.845,16.761,20.333,0.3,station
Oldenburg,DE,53.1404,8.2148,6,12.259,21.654,18.667,0.3,station
Oldenburg,DE,53.1404,8.2148,7,13.8,21.965,15.667,0.3,station
Oldenburg,DE,53.1404,8.2148,8,13.981,22.949,21.045,0.371,station
Oldenburg,DE,53.1404,8.2148,9,10.965,19.3,16.25,0.4,station
Oldenburg,DE,53.1404,8.2148,10,8.532,14.559,7.0,0.4,station
Oldenburg,DE,53.1404,8.2148,11,4.493,8.82,0.75,0.4,station
Oldenburg,DE,53.1404,8.2148,12,2.782,6.305,1.0,0.4,station
Osnabrück,DE,52.2726,8.0498,1,1.073,5.06,3.0,1.0,station
Osnabrück,DE,52.2726,8.0498,2,1.451,6.975,6.5,1.0,station
Osnabrück,DE,52.2726,8.0498,3,2.486,10.045,11.0,1.0,station
Osnabrück,DE,52.2726,8.0498,4,4.424,13.906,15.9,1.0,station
Osnabrück,DE,52.2726,8.0498,5,8.253,18.506,19.0,1.0,station
Osnabrück,DE,52.2726,8.0498,6,12.49,22.734,18.615,0.987,station
Osnabrück,DE,52.2726,8.0498,7,13.501,23.315,17.5,1.0,station
Osnabrück,DE,52.2726,8.0498,8,13.666,23.735,17.9,1.0,station
Osnabrück,DE,52.2726,8.0498,9,10.893,20.036,14.6,1.0,station
Osnabrück,DE,52.2726,8.0498,10,8.378,14.628,7.2,1.0,station
Osnabrück,DE,52.2726,8.0498,11,4.099,8.76,4.0,1.0,station
Osnabrück,DE,52.2726,8.0498,12,2.605,6.38,2.5,1.0,station
Recklinghausen,DE,51.6138,7.1974,1,0.85,6.139,4.464,0.0,spatial_fill
Recklinghausen,DE,51.6138,7.1974,2,1.065,8.516,8.211,0.0,spatial_fill
Recklinghausen,DE,51.6138,7.1974,3,1.895,11.587,12.719,0.0,spatial_fill
Recklinghausen,DE,51.6138,7.1974,4,3.671,15.182,14.961,0.0,spatial_fill
Recklinghausen,DE,51.6138,7.1974,5,7.737,19.72,20.099,0.0,spatial_fill
Recklinghausen,DE,51.6138,7.1974,6,12.438,23.842,17.762,0.0,spatial_fill
Recklinghausen,DE,51.6138,7.1974,7,13.157,24.473,19.697,0.0,spatial_fill
Recklinghausen,DE,51.6138,7.1974,8,13.112,24.749,17.597,0.0,spatial_fill
Recklinghausen,DE,51.6138,7.1974,9,10.224,21.12,15.546,0.0,spatial_fill
Recklinghausen,DE,51.6138,7.1974,10,8.001,16.01,8.515,0.0,spatial_fill
Recklinghausen,DE,51.6138,7.1974,11,3.394,10.142,4.925,0.0,spatial_fill
Recklinghausen,DE,51.6138,7.1974,12,2.199,7.513,3.954,0.0,spatial_fill
Regensburg,DE,49.0151,12.1016,1,-2.328,3.409,3.1,1.0,station
Regensburg,DE,49.0151,12.1016,2,-0.899,7.142,8.0,1.0,station
Regensburg,DE,49.0151,12.1016,3,0.757,11.79,12.883,0.994,station
Regensburg,DE,49.0151,12.1016,4,3.618,16.757,17.1,0.98,station
Regensburg,DE,49.0151,12.1016,5,8.002,20.569,18.9,1.0,station
Regensburg,DE,49.0151,12.1016,6,12.961,25.925,21.2,1.0,station
Regensburg,DE,49.0151,12.1016,7,13.919,27.084,20.5,1.0,station
Regensburg,DE,49.0151,12.1016,8,13.945,26.54,20.7,1.0,station
Regensburg,DE,49.0151,12.1016,9,10.038,21.647,15.8,1.0,station
Regensburg,DE,49.0151,12.1016,10,6.248,15.415,8.2,1.0,station
Regensburg,DE,49.0151,12.1016,11,1.582,7.517,3.7,1.0,station
Regensburg,DE,49.0151,12.1016,12,-0.707,4.168,2.1,1.0,station
Reutlingen,DE,48.4914,9.2043,1,-1.051,5.824,5.889,0.9,station
Reutlingen,DE,48.4914,9.2043,2,0.214,9.013,10.111,0.901,station
Reutlingen,DE,48.4914,9.2043,3,1.603,12.232,14.333,0.9,station
Reutlingen,DE,48.4914,9.2043,4,4.107,16.047,16.556,0.9,station
Reutlingen,DE,48.4914,9.2043,5,8.199,19.727,19.0,0.9,station
Reutlingen,DE,48.4914,9.2043,6,13.22,25.214,21.444,0.9,station
Reutlingen,DE,48.4914,9.2043,7,14.175,26.158,23.667,0.9,station
Reutlingen,DE,48.4914,9.2043,8,14.157,26.117,20.778,0.9,station
Reutlingen,DE,48.4914,9.2043,9,10.487,21.824,18.556,0.9,station
Reutlingen,DE,48.4914,9.2043,10,6.897,16.761,10.837,0.89,station
Reutlingen,DE,48.4914,9.2043,11,2.037,9.668,4.875,0.8,station
Reutlingen,DE,48.4914,9.2043,12,0.164,6.724,5.5,0.8,station
Rheine,DE,52.2851,7.4405,1,1.221,5.206,0.667,0.3,station
Rheine,DE,52.2851,7.4405,2,2.443,7.845,3.667,0.3,station
Rheine,DE,52.2851,7.4405,3,2.963,10.665,9.0,0.3,station
Rheine,DE,52.2851,7.4405,4,4.497,13.649,11.333,0.3,station
Rheine,DE,52.2851,7.4405,5,8.256,18.109,16.333,0.3,station
Rheine,DE,52.2851,7.4405,6,12.706,22.768,18.333,0.3,station
Rheine,DE,52.2851,7.4405,7,13.627,22.739,14.333,0.3,station
Rheine,DE,52.2851,7.4405,8,13.709,23.367,18.239,0.371,station
Rheine,DE,52.2851,7.4405,9,10.894,19.849,13.25,0.4,station
Rheine,DE,52.2851,7.4405,10,8.53,14.833,4.75,0.4,station
Rheine,DE,52.2851,7.4405,11,4.247,9.054,1.75,0.4,station
Rheine,DE,52.2851,7.4405,12,2.801,6.506,0.75,0.4,station
Rosenheim,DE,47.8564,12.1225,1,-2.974,4.771,6.889,0.9,station
Rosenheim,DE,47.8564,12.1225,2,-1.215,8.457,10.556,0.901,station
Rosenheim,DE,47.8564,12.1225,3,0.293,11.881,13.444,0.9,station
Rosenheim,DE,47.8564,12.1225,4,3.114,16.013,15.75,0.837,station
Rosenheim,DE,47.8564,12.1225,5,7.665,19.397,17.375,0.8,station
Rosenheim,DE,47.8564,12.1225,6,12.639,25.216,21.5,0.8,station
Rosenheim,DE,47.8564,12.1225,7,13.762,25.656,21.0,0.8,station
Rosenheim,DE,47.8564,12.1225,8,13.528,25.36,19.75,0.8,station
Rosenheim,DE,47.8564,12.1225,9,9.356,21.03,18.5,0.8,station
Rosenheim,DE,47.8564,12.1225,10,5.591,16.464,12.75,0.8,station
Rosenheim,DE,47.8564,12.1225,11,0.893,8.864,5.625,0.8,station
Rosenheim,DE,47.8564,12.1225,12,-1.543,5.685,6.25,0.8,station
Rostock,DE,54.0887,12.1405,1,0.346,4.498,3.0,1.0,station
Rostock,DE,54.0887,12.1405,2,0.555,5.898,7.0,0.94,station
Rostock,DE,54.0887,12.1405,3,1.524,8.633,13.454,0.977,station
Rostock,DE,54.0887,12.1405,4,4.035,12.589,21.1,1.0,station
Rostock,DE,54.0887,12.1405,5,8.206,17.539,23.785,0.984,station
Rostock,DE,54.0887,12.1405,6,12.442,22.057,24.1,0.96,station
Rostock,DE,54.0887,12.1405,7,13.792,22.51,21.5,1.0,station
Rostock,DE,54.0887,12.1405,8,13.797,23.172,22.1,1.0,station
Rostock,DE,54.0887,12.1405,9,11.317,20.003,18.8,1.0,station
Rostock,DE,54.0887,12.1405,10,8.025,14.213,9.7,1.0,station
Rostock,DE,54.0887,12.1405,11,3.824,8.387,3.9,1.0,station
Rostock,DE,54.0887,12.1405,12,1.759,5.634,2.9,1.0,station
Saarbrücken,DE,49.2326,7.0098,1,-0.013,5.304,4.4,1.0,station
Saarbrücken,DE,49.2326,7.0098,2,1.098,8.321,8.0,1.0,station
Saarbrücken,DE,49.2326,7.0098,3,2.256,11.918,13.5,1.0,station
Saarbrücken,DE,49.2326,7.0098,4,4.212,15.943,17.5,1.0,station
Saarbrücken,DE,49.2326,7.0098,5,8.21,20.065,20.7,1.0,station
Saarbrücken,DE,49.2326,7.0098,6,12.774,24.918,21.5,1.0,station
Saarbrücken,DE,49.2326,7.0098,7,13.656,26.074,22.2,1.0,station
Saarbrücken,DE,49.2326,7.0098,8,13.885,26.08,21.7,1.0,station
Saarbrücken,DE,49.2326,7.0098,9,10.296,21.708,16.2,1.0,station
Saarbrücken,DE,49.2326,7.0098,10,7.213,15.95,9.8,1.0,station
Saarbrücken,DE,49.2326,7.0098,11,3.195,9.271,4.5,1.0,station
Saarbrücken,DE,49.2326,7.0098,12,1.566,6.367,4.1,1.0,station
Salzgitter,DE,52.157,10.4154,1,0.262,4.757,3.9,1.0,station
Salzgitter,DE,52.157,10.4154,2,0.623,6.896,7.4,1.0,station
Salzgitter,DE,52.157,10.4154,3,1.724,10.219,12.8,1.0,station
Salzgitter,DE,52.157,10.4154,4,4.112,14.331,17.9,1.0,station
Salzgitter,DE,52.157,10.4154,5,8.18,18.879,20.7,1.0,station
Salzgitter,DE,52.157,10.4154,6,12.541,23.59,22.0,1.0,station
Salzgitter,DE,52.157,10.4154,7,13.578,24.185,20.2,1.0,station
Salzgitter,DE,52.157,10.4154,8,13.805,24.677,21.7,1.0,station
Salzgitter,DE,52.157,10.4154,9,10.796,20.79,17.8,1.0,station
Salzgitter,DE,52.157,10.4154,10,8.171,15.087,8.7,1.0,station
Salzgitter,DE,52.157,10.4154,11,3.398,8.702,3.8,1.0,station
Salzgitter,DE,52.157,10.4154,12,1.77,6.255,2.8,1.0,station
Schwerin,DE,53.6294,11.4132,1,0.046,4.136,1.738,0.984,station
Schwerin,DE,53.6294,11.4132,2,0.401,5.981,5.752,0.982,station
Schwerin,DE,53.6294,11.4132,3,1.508,9.309,10.6,0.939,station
Schwerin,DE,53.6294,11.4132,4,4.006,13.654,16.0,0.9,station
Schwerin,DE,53.6294,11.4132,5,8.297,18.57,19.05,0.958,station
Schwerin,DE,53.6294,11.4132,6,12.584,23.116,21.4,1.0,station
Schwerin,DE,53.6294,11.4132,7,13.701,23.151,17.9,1.0,station
Schwerin,DE,53.6294,11.4132,8,13.77,23.684,20.2,1.0,station
Schwerin,DE,53.6294,11.4132,9,11.083,20.271,17.46,0.983,station
Schwerin,DE,53.6294,11.4132,10,7.865,14.275,6.778,0.9,station
Schwerin,DE,53.6294,11.4132,11,3.455,8.029,2.333,0.933,station
Schwerin,DE,53.6294,11.4132,12,1.548,5.306,0.9,1.0,station
Siegen,DE,50.8748,8.0243,1,-1.181,2.782,2.333,0.3,station
Siegen,DE,50.8748,8.0243,2,0.009,5.044,5.333,0.3,station
Siegen,DE,50.8748,8.0243,3,1.217,8.329,8.667,0.3,station
Siegen,DE,50.8748,8.0243,4,3.282,12.187,11.0,0.3,station
Siegen,DE,50.8748,8.0243,5,7.429,16.381,13.333,0.3,station
Siegen,DE,50.8748,8.0243,6,12.028,21.192,18.333,0.3,station
Siegen,DE,50.8748,8.0243,7,12.641,21.532,14.333,0.3,station
Siegen,DE,50.8748,8.0243,8,12.948,21.877,19.989,0.371,station
Siegen,DE,50.8748,8.0243,9,9.726,17.951,10.647,0.397,station
Siegen,DE,50.8748,8.0243,10,6.998,12.559,4.0,0.4,station
Siegen,DE,50.8748,8.0243,11,2.462,6.77,1.75,0.4,station
Siegen,DE,50.8748,8.0243,12,0.479,3.826,0.5,0.4,station
Stuttgart,DE,48.7823,9.177,1,-0.069,5.545,5.5,1.0,station
Stuttgart,DE,48.7823,9.177,2,1.327,8.752,9.8,1.0,station
Stuttgart,DE,48.7823,9.177,3,2.875,11.946,15.4,1.0,station
Stuttgart,DE,48.7823,9.177,4,5.407,15.831,18.3,1.0,station
Stuttgart,DE,48.7823,9.177,5,9.572,19.688,19.5,1.0,station
Stuttgart,DE,48.7823,9.177,6,14.38,25.109,22.6,1.0,station
Stuttgart,DE,48.7823,9.177,7,15.403,26.11,22.3,1.0,station
Stuttgart,DE,48.7823,9.177,8,15.434,26.123,22.2,1.0,station
Stuttgart,DE,48.7823,9.177,9,11.668,21.8,18.1,1.0,station
Stuttgart,DE,48.7823,9.177,10,8.042,16.445,10.7,1.0,station
Stuttgart,DE,48.7823,9.177,11,3.154,9.45,6.3,1.0,station
Stuttgart,DE,48.7823,9.177,12,1.205,6.525,5.8,1.0,station
Ulm,DE,48.3984,9.9916,1,-1.288,2.837,1.333,0.3,station
Ulm,DE,48.3984,9.9916,2,0.385,6.888,3.667,0.3,station
Ulm,DE,48.3984,9.9916,3,1.371,9.962,10.333,0.3,station
Ulm,DE,48.3984,9.9916,4,3.941,13.28,13.333,0.3,station
Ulm,DE,48.3984,9.9916,5,7.815,16.6,13.667,0.3,station
Ulm,DE,48.3984,9.9916,6,13.025,23.263,23.0,0.3,station
Ulm,DE,48.3984,9.9916,7,13.996,23.78,22.0,0.3,station
Ulm,DE,48.3984,9.9916,8,13.932,23.731,21.886,0.371,station
Ulm,DE,48.3984,9.9916,9,10.189,19.432,14.75,0.4,station
