name,country,lat,lon,month,tmin,tmax,sun_days_gt5h,sun_coverage,sun_source
Peterborough,GB,52.5736,-0.2478,11,4.452,10.05,3.75,0.4,station
Peterborough,GB,52.5736,-0.2478,12,3.216,8.114,1.25,0.4,station
Plymouth,GB,50.3715,-4.143,1,4.256,9.062,2.667,0.3,station
Plymouth,GB,50.3715,-4.143,2,4.858,9.838,4.667,0.3,station
Plymouth,GB,50.3715,-4.143,3,5.349,11.215,5.333,0.3,station
Plymouth,GB,50.3715,-4.143,4,6.535,13.791,12.333,0.3,station
Plymouth,GB,50.3715,-4.143,5,9.005,16.744,19.667,0.3,station
Plymouth,GB,50.3715,-4.143,6,12.042,19.354,17.667,0.3,station
Plymouth,GB,50.3715,-4.143,7,13.617,20.959,17.0,0.3,station
Plymouth,GB,50.3715,-4.143,8,13.673,20.566,14.932,0.371,station
Plymouth,GB,50.3715,-4.143,9,12.018,18.581,13.0,0.4,station
Plymouth,GB,50.3715,-4.143,10,10.054,15.382,6.0,0.4,station
Plymouth,GB,50.3715,-4.143,11,7.105,11.964,2.0,0.4,station
Plymouth,GB,50.3715,-4.143,12,6.089,10.139,1.0,0.4,station
Preston,GB,53.7628,-2.7045,1,3.263,7.227,1.333,0.3,station
Preston,GB,53.7628,-2.7045,2,3.722,8.15,1.667,0.3,station
Preston,GB,53.7628,-2.7045,3,4.344,9.846,7.667,0.3,station
Preston,GB,53.7628,-2.7045,4,5.422,12.487,14.667,0.3,station
Preston,GB,53.7628,-2.7045,5,8.912,15.861,20.0,0.3,station
Preston,GB,53.7628,-2.7045,6,11.934,18.265,19.333,0.3,station
Preston,GB,53.7628,-2.7045,7,13.741,19.112,15.667,0.3,station
Preston,GB,53.7628,-2.7045,8,13.918,19.167,17.977,0.371,station
Preston,GB,53.7628,-2.7045,9,11.679,17.404,11.75,0.4,station
Preston,GB,53.7628,-2.7045,10,9.327,13.963,3.5,0.4,station
Preston,GB,53.7628,-2.7045,11,5.937,10.281,1.75,0.4,station
Preston,GB,53.7628,-2.7045,12,4.517,8.368,0.75,0.4,station
Reading,GB,51.4562,-0.9711,1,0.911,7.665,3.87,0.0,spatial_fill
Reading,GB,51.4562,-0.9711,2,2.264,9.302,2.885,0.0,spatial_fill
Reading,GB,51.4562,-0.9711,3,3.023,11.18,6.174,0.0,spatial_fill
Reading,GB,51.4562,-0.9711,4,3.817,14.037,12.159,0.0,spatial_fill
Reading,GB,51.4562,-0.9711,5,7.268,17.773,15.809,0.0,spatial_fill
Reading,GB,51.4562,-0.9711,6,10.898,21.113,19.831,0.0,spatial_fill
Reading,GB,51.4562,-0.9711,7,12.651,23.026,14.086,0.0,spatial_fill
Reading,GB,51.4562,-0.9711,8,12.288,22.392,15.267,0.0,spatial_fill
Reading,GB,51.4562,-0.9711,9,10.09,19.696,12.375,0.0,spatial_fill
Reading,GB,51.4562,-0.9711,10,7.593,15.328,6.578,0.0,spatial_fill
Reading,GB,51.4562,-0.9711,11,3.988,10.738,2.665,0.0,spatial_fill
Reading,GB,51.4562,-0.9711,12,3.089,8.958,1.394,0.0,spatial_fill
Saint Peters,GB,51.3667,1.4167,1,2.748,7.608,4.333,0.3,station
Saint Peters,GB,51.3667,1.4167,2,3.678,8.96,2.667,0.3,station
Saint Peters,GB,51.3667,1.4167,3,4.688,10.551,6.0,0.3,station
Saint Peters,GB,51.3667,1.4167,4,6.038,12.771,14.667,0.3,station
Saint Peters,GB,51.3667,1.4167,5,9.02,16.389,20.0,0.3,station
Saint Peters,GB,51.3667,1.4167,6,12.274,20.255,23.333,0.3,station
Saint Peters,GB,51.3667,1.4167,7,14.248,22.348,17.667,0.3,station
Saint Peters,GB,51.3667,1.4167,8,14.487,22.389,21.636,0.371,station
Saint Peters,GB,51.3667,1.4167,9,12.564,19.708,16.25,0.4,station
Saint Peters,GB,51.3667,1.4167,10,9.859,15.726,8.0,0.4,station
Saint Peters,GB,51.3667,1.4167,11,6.019,10.983,3.5,0.4,station
Saint Peters,GB,51.3667,1.4167,12,4.493,9.09,1.75,0.4,station
Scarborough,GB,54.2797,-0.4044,1,1.48,6.36,2.0,0.3,station
Scarborough,GB,54.2797,-0.4044,2,2.747,8.06,1.333,0.3,station
Scarborough,GB,54.2797,-0.4044,3,3.488,9.573,6.667,0.3,station
Scarborough,GB,54.2797,-0.4044,4,4.653,11.563,11.333,0.3,station
Scarborough,GB,54.2797,-0.4044,5,7.706,14.787,12.667,0.3,station
Scarborough,GB,54.2797,-0.4044,6,10.564,17.636,14.667,0.3,station
Scarborough,GB,54.2797,-0.4044,7,12.388,19.466,12.333,0.3,station
Scarborough,GB,54.2797,-0.4044,8,12.39,19.542,15.477,0.371,station
Scarborough,GB,54.2797,-0.4044,9,10.236,17.115,10.75,0.4,station
Scarborough,GB,54.2797,-0.4044,10,7.481,13.445,5.25,0.4,station
Scarborough,GB,54.2797,-0.4044,11,4.793,9.459,0.5,0.4,station
Scarborough,GB,54.2797,-0.4044,12,3.147,7.241,0.0,0.4,station
Sheffield,GB,53.383,-1.4659,1,1.959,6.767,3.333,0.3,station
Sheffield,GB,53.383,-1.4659,2,3.035,8.572,2.333,0.3,station
Sheffield,GB,53.383,-1.4659,3,3.51,10.306,5.333,0.3,station
Sheffield,GB,53.383,-1.4659,4,4.516,13.09,11.0,0.3,station
Sheffield,GB,53.383,-1.4659,5,7.951,16.813,15.0,0.3,station
Sheffield,GB,53.383,-1.4659,6,11.028,19.728,15.667,0.3,station
Sheffield,GB,53.383,-1.4659,7,13.07,21.497,12.333,0.3,station
Sheffield,GB,53.383,-1.4659,8,12.922,20.852,15.727,0.371,station
Sheffield,GB,53.383,-1.4659,9,10.533,18.077,10.25,0.4,station
Sheffield,GB,53.383,-1.4659,10,8.046,13.936,4.0,0.4,station
Sheffield,GB,53.383,-1.4659,11,5.005,9.727,2.5,0.4,station
Sheffield,GB,53.383,-1.4659,12,3.622,7.714,0.75,0.4,station
Southampton,GB,50.904,-1.4043,1,2.006,8.044,2.667,0.3,station
Southampton,GB,50.904,-1.4043,2,3.038,9.357,2.333,0.3,station
Southampton,GB,50.904,-1.4043,3,3.807,11.224,2.667,0.3,station
Southampton,GB,50.904,-1.4043,4,4.922,14.097,10.667,0.3,station
Southampton,GB,50.904,-1.4043,5,8.289,17.77,15.333,0.3,station
Southampton,GB,50.904,-1.4043,6,11.398,20.78,19.0,0.3,station
Southampton,GB,50.904,-1.4043,7,13.118,22.54,14.333,0.3,station
Southampton,GB,50.904,-1.4043,8,12.912,21.943,14.375,0.371,station
Southampton,GB,50.904,-1.4043,9,10.686,19.379,11.25,0.4,station
Southampton,GB,50.904,-1.4043,10,8.421,15.398,4.75,0.4,station
Southampton,GB,50.904,-1.4043,11,4.841,11.163,1.75,0.4,station
Southampton,GB,50.904,-1.4043,12,3.9,9.283,0.5,0.4,station
Southend-on-Sea,GB,51.5378,0.7143,1,3.194,8.201,3.77,0.0,spatial_fill
Southend-on-Sea,GB,51.5378,0.7143,2,4.245,9.834,2.198,0.0,spatial_fill
Southend-on-Sea,GB,51.5378,0.7143,3,5.147,11.545,6.141,0.0,spatial_fill
Southend-on-Sea,GB,51.5378,0.7143,4,6.275,14.24,13.587,0.0,spatial_fill
Southend-on-Sea,GB,51.5378,0.7143,5,9.712,18.025,16.997,0.0,spatial_fill
Southend-on-Sea,GB,51.5378,0.7143,6,13.178,21.768,20.565,0.0,spatial_fill
Southend-on-Sea,GB,51.5378,0.7143,7,15.155,23.519,16.165,0.0,spatial_fill
Southend-on-Sea,GB,51.5378,0.7143,8,14.995,23.472,18.282,0.0,spatial_fill
Southend-on-Sea,GB,51.5378,0.7143,9,12.603,20.376,13.751,0.0,spatial_fill
Southend-on-Sea,GB,51.5378,0.7143,10,9.894,16.137,6.17,0.0,spatial_fill
Southend-on-Sea,GB,51.5378,0.7143,11,6.198,11.417,2.269,0.0,spatial_fill
Southend-on-Sea,GB,51.5378,0.7143,12,4.966,9.601,1.468,0.0,spatial_fill
Stoke-on-Trent,GB,53.0042,-2.1854,1,1.588,7.398,2.333,0.3,station
Stoke-on-Trent,GB,53.0042,-2.1854,2,2.475,8.955,2.667,0.3,station
Stoke-on-Trent,GB,53.0042,-2.1854,3,3.092,10.811,4.667,0.3,station
Stoke-on-Trent,GB,53.0042,-2.1854,4,4.287,13.498,9.667,0.3,station
Stoke-on-Trent,GB,53.0042,-2.1854,5,7.631,17.333,14.667,0.3,station
Stoke-on-Trent,GB,53.0042,-2.1854,6,10.979,19.957,13.667,0.3,station
Stoke-on-Trent,GB,53.0042,-2.1854,7,12.468,21.233,10.333,0.3,station
Stoke-on-Trent,GB,53.0042,-2.1854,8,12.425,20.741,12.33,0.371,station
Stoke-on-Trent,GB,53.0042,-2.1854,9,10.224,18.227,8.75,0.4,station
Stoke-on-Trent,GB,53.0042,-2.1854,10,7.829,14.364,3.25,0.4,station
Stoke-on-Trent,GB,53.0042,-2.1854,11,4.184,10.173,1.75,0.4,station
Stoke-on-Trent,GB,53.0042,-2.1854,12,2.999,8.461,0.75,0.4,station
Sunderland,GB,54.9046,-1.3822,1,2.662,6.605,2.333,0.3,station
Sunderland,GB,54.9046,-1.3822,2,3.84,8.36,2.667,0.3,station
Sunderland,GB,54.9046,-1.3822,3,3.976,9.571,5.0,0.3,station
Sunderland,GB,54.9046,-1.3822,4,4.575,11.055,11.0,0.3,station
Sunderland,GB,54.9046,-1.3822,5,7.611,14.354,14.667,0.3,station
Sunderland,GB,54.9046,-1.3822,6,10.461,17.422,16.0,0.3,station
Sunderland,GB,54.9046,-1.3822,7,12.361,19.182,14.333,0.3,station
Sunderland,GB,54.9046,-1.3822,8,12.398,19.039,17.727,0.371,station
Sunderland,GB,54.9046,-1.3822,9,10.423,16.546,11.0,0.4,station
Sunderland,GB,54.9046,-1.3822,10,8.197,13.146,6.25,0.4,station
Sunderland,GB,54.9046,-1.3822,11,5.661,9.639,0.75,0.4,station
Sunderland,GB,54.9046,-1.3822,12,4.093,7.641,0.0,0.4,station
Swansea,GB,51.6208,-3.9432,1,3.351,8.422,3.288,0.0,spatial_fill
Swansea,GB,51.6208,-3.9432,2,3.97,9.102,2.856,0.0,spatial_fill
Swansea,GB,51.6208,-3.9432,3,4.251,10.538,5.144,0.0,spatial_fill
Swansea,GB,51.6208,-3.9432,4,5.48,13.098,9.763,0.0,spatial_fill
Swansea,GB,51.6208,-3.9432,5,8.523,16.262,17.252,0.0,spatial_fill
Swansea,GB,51.6208,-3.9432,6,11.777,18.324,17.024,0.0,spatial_fill
Swansea,GB,51.6208,-3.9432,7,13.078,19.846,14.249,0.0,spatial_fill
Swansea,GB,51.6208,-3.9432,8,13.554,19.7,15.208,0.0,spatial_fill
Swansea,GB,51.6208,-3.9432,9,11.409,17.938,9.838,0.0,spatial_fill
Swansea,GB,51.6208,-3.9432,10,9.282,14.913,4.47,0.0,spatial_fill
Swansea,GB,51.6208,-3.9432,11,6.105,11.592,2.216,0.0,spatial_fill
Swansea,GB,51.6208,-3.9432,12,5.161,9.576,1.074,0.0,spatial_fill
Swindon,GB,51.558,-1.7812,1,1.557,7.386,5.0,0.3,station
Swindon,GB,51.558,-1.7812,2,2.671,8.985,4.0,0.3,station
Swindon,GB,51.558,-1.7812,3,3.448,10.838,7.667,0.3,station
Swindon,GB,51.558,-1.7812,4,4.613,13.759,13.667,0.3,station
Swindon,GB,51.558,-1.7812,5,8.078,17.541,16.667,0.3,station
Swindon,GB,51.558,-1.7812,6,11.238,20.608,19.333,0.3,station
Swindon,GB,51.558,-1.7812,7,13.013,22.42,13.333,0.3,station
Swindon,GB,51.558,-1.7812,8,12.729,21.74,14.977,0.371,station
Swindon,GB,51.558,-1.7812,9,10.609,19.002,12.25,0.4,station
Swindon,GB,51.558,-1.7812,10,8.136,14.796,8.25,0.4,station
Swindon,GB,51.558,-1.7812,11,4.501,10.394,3.75,0.4,station
Swindon,GB,51.558,-1.7812,12,3.499,8.626,2.75,0.4,station
Telford,GB,52.6766,-2.4493,1,1.234,7.553,3.0,0.3,station
Telford,GB,52.6766,-2.4493,2,2.066,9.111,4.0,0.3,station
Telford,GB,52.6766,-2.4493,3,2.648,10.912,5.667,0.3,station
Telford,GB,52.6766,-2.4493,4,3.881,13.601,11.0,0.3,station
Telford,GB,52.6766,-2.4493,5,7.219,17.495,16.667,0.3,station
Telford,GB,52.6766,-2.4493,6,10.762,20.114,15.333,0.3,station
Telford,GB,52.6766,-2.4493,7,12.209,21.659,11.0,0.3,station
Telford,GB,52.6766,-2.4493,8,12.225,21.189,12.977,0.371,station
Telford,GB,52.6766,-2.4493,9,10.006,18.414,8.75,0.4,station
Telford,GB,52.6766,-2.4493,10,7.587,14.602,5.0,0.4,station
Telford,GB,52.6766,-2.4493,11,3.928,10.274,2.0,0.4,station
Telford,GB,52.6766,-2.4493,12,2.664,8.58,1.0,0.4,station
Osijek,HR,45.5507,18.6942,1,-2.133,4.929,2.082,0.0,spatial_fill
Osijek,HR,45.5507,18.6942,2,0.024,9.627,5.939,0.0,spatial_fill
Osijek,HR,45.5507,18.6942,3,2.078,13.571,12.546,0.0,spatial_fill
Osijek,HR,45.5507,18.6942,4,5.925,18.513,17.74,0.0,spatial_fill
Osijek,HR,45.5507,18.6942,5,11.0,22.375,17.928,0.0,spatial_fill
Osijek,HR,45.5507,18.6942,6,15.486,27.847,25.44,0.0,spatial_fill
Osijek,HR,45.5507,18.6942,7,16.401,29.576,27.423,0.0,spatial_fill
Osijek,HR,45.5507,18.6942,8,16.478,30.193,28.021,0.0,spatial_fill
Osijek,HR,45.5507,18.6942,9,12.287,24.771,19.19,0.0,spatial_fill
Osijek,HR,45.5507,18.6942,10,7.521,19.27,12.75,0.0,spatial_fill
Osijek,HR,45.5507,18.6942,11,3.225,11.012,3.41,0.0,spatial_fill
Osijek,HR,45.5507,18.6942,12,0.008,6.293,1.782,0.0,spatial_fill
Rijeka,HR,45.3267,14.4424,1,4.154,10.25,11.0,0.2,station
Rijeka,HR,45.3267,14.4424,2,5.387,12.231,10.0,0.201,station
Rijeka,HR,45.3267,14.4424,3,7.024,14.384,12.5,0.2,station
Rijeka,HR,45.3267,14.4424,4,9.526,17.42,18.31,0.197,station
Rijeka,HR,45.3267,14.4424,5,13.554,21.144,21.0,0.1,station
Rijeka,HR,45.3267,14.4424,6,18.944,28.052,30.0,0.1,station
Rijeka,HR,45.3267,14.4424,7,20.812,30.333,28.0,0.1,station
Rijeka,HR,45.3267,14.4424,8,21.115,30.237,26.95,0.165,station
Rijeka,HR,45.3267,14.4424,9,16.812,24.843,19.5,0.213,station
Rijeka,HR,45.3267,14.4424,10,12.763,19.911,14.667,0.3,station
Rijeka,HR,45.3267,14.4424,11,8.594,14.995,12.667,0.3,station
Rijeka,HR,45.3267,14.4424,12,5.898,11.629,12.667,0.3,station
Split,HR,43.5089,16.4392,1,5.547,11.411,11.894,0.0,spatial_fill
Split,HR,43.5089,16.4392,2,6.91,13.287,14.311,0.0,spatial_fill
Split,HR,43.5089,16.4392,3,8.412,15.353,18.149,0.0,spatial_fill
Split,HR,43.5089,16.4392,4,11.364,19.024,21.045,0.0,spatial_fill
Split,HR,43.5089,16.4392,5,15.601,23.301,23.399,0.0,spatial_fill
Split,HR,43.5089,16.4392,6,20.727,29.295,27.541,0.0,spatial_fill
Split,HR,43.5089,16.4392,7,22.934,32.049,30.083,0.0,spatial_fill
Split,HR,43.5089,16.4392,8,23.159,31.888,29.659,0.0,spatial_fill
Split,HR,43.5089,16.4392,9,18.955,26.682,25.611,0.0,spatial_fill
Split,HR,43.5089,16.4392,10,14.677,21.566,22.749,0.0,spatial_fill
Split,HR,43.5089,16.4392,11,10.83,16.67,14.854,0.0,spatial_fill
Split,HR,43.5089,16.4392,12,7.52,13.176,14.513,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,1,2.068,11.242,10.466,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,2,3.549,12.861,10.484,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,3,4.982,15.256,13.948,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,4,7.921,18.779,18.032,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,5,12.124,22.694,21.26,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,6,16.979,28.586,27.974,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,7,18.915,31.128,28.186,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,8,19.205,31.339,27.89,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,9,15.148,25.975,21.712,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,10,11.076,21.116,16.742,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,11,7.329,16.047,12.048,0.0,spatial_fill
Zadar,HR,44.1158,15.2251,12,3.674,12.743,10.288,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,1,-0.228,6.313,9.574,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,2,2.151,10.213,10.337,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,3,4.523,14.19,13.881,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,4,8.107,18.633,18.244,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,5,12.267,22.012,16.641,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,6,17.424,28.134,25.252,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,7,18.748,29.704,25.693,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,8,18.54,29.345,25.182,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,9,14.188,23.755,18.913,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,10,9.671,17.937,14.479,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,11,4.931,10.771,9.178,0.0,spatial_fill
Zagreb,HR,45.8144,15.978,12,1.254,6.871,7.95,0.0,spatial_fill
Buda,HU,47.5,19.0333,1,-0.533,4.429,1.625,0.0,spatial_fill
Buda,HU,47.5,19.0333,2,1.169,8.244,5.531,0.0,spatial_fill
Buda,HU,47.5,19.0333,3,3.294,12.756,12.12,0.0,spatial_fill
Buda,HU,47.5,19.0333,4,6.639,16.842,17.871,0.0,spatial_fill
Buda,HU,47.5,19.0333,5,10.874,20.227,18.512,0.0,spatial_fill
Buda,HU,47.5,19.0333,6,16.387,27.089,24.65,0.0,spatial_fill
Buda,HU,47.5,19.0333,7,17.891,28.75,27.631,0.0,spatial_fill
Buda,HU,47.5,19.0333,8,17.609,28.819,28.946,0.0,spatial_fill
Buda,HU,47.5,19.0333,9,13.01,23.165,18.966,0.0,spatial_fill
Buda,HU,47.5,19.0333,10,8.197,17.106,11.297,0.0,spatial_fill
Buda,HU,47.5,19.0333,11,3.776,9.413,2.763,0.0,spatial_fill
Buda,HU,47.5,19.0333,12,0.686,4.808,1.2,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,1,-0.533,4.429,1.619,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,2,1.169,8.244,5.528,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,3,3.294,12.756,12.117,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,4,6.639,16.842,17.872,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,5,10.874,20.227,18.514,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,6,16.387,27.089,24.658,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,7,17.891,28.75,27.634,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,8,17.609,28.819,28.946,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,9,13.01,23.165,18.965,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,10,8.197,17.106,11.297,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,11,3.776,9.413,2.761,0.0,spatial_fill
Budapest,HU,47.4984,19.0404,12,0.686,4.808,1.199,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,1,-2.7,3.918,1.473,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,2,-0.33,8.154,5.447,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,3,1.765,12.653,12.053,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,4,5.926,17.727,17.881,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,5,10.723,21.563,18.568,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,6,15.745,27.52,24.834,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,7,16.889,29.02,27.685,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,8,16.726,29.081,28.956,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,9,12.336,23.602,18.943,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,10,6.979,17.102,11.319,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,11,2.516,9.607,2.711,0.0,spatial_fill
Budapest XVII. kerület,HU,47.48,19.2539,12,-0.54,5.0,1.187,0.0,spatial_fill
Győr,HU,47.6833,17.6351,1,-1.927,4.641,5.651,0.0,spatial_fill
Győr,HU,47.6833,17.6351,2,0.229,8.651,7.931,0.0,spatial_fill
Győr,HU,47.6833,17.6351,3,2.105,12.756,13.637,0.0,spatial_fill
Győr,HU,47.6833,17.6351,4,5.816,17.308,18.433,0.0,spatial_fill
Győr,HU,47.6833,17.6351,5,9.974,21.07,17.19,0.0,spatial_fill
Győr,HU,47.6833,17.6351,6,14.955,27.181,22.684,0.0,spatial_fill
Győr,HU,47.6833,17.6351,7,16.236,28.542,25.431,0.0,spatial_fill
Győr,HU,47.6833,17.6351,8,15.852,28.241,26.842,0.0,spatial_fill
Győr,HU,47.6833,17.6351,9,11.507,23.15,19.403,0.0,spatial_fill
Győr,HU,47.6833,17.6351,10,7.227,17.066,10.869,0.0,spatial_fill
Győr,HU,47.6833,17.6351,11,2.583,9.794,4.574,0.0,spatial_fill
Győr,HU,47.6833,17.6351,12,-0.212,5.347,2.482,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,1,-1.871,5.62,4.239,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,2,0.676,9.601,6.119,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,3,2.295,13.492,11.968,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,4,5.711,17.062,18.34,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,5,10.391,21.32,16.71,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,6,15.305,27.142,23.425,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,7,17.243,29.092,26.046,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,8,16.236,28.665,27.541,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,9,12.021,23.583,18.646,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,10,7.521,17.498,11.437,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,11,2.688,10.562,4.305,0.0,spatial_fill
Kaposvár,HU,46.3667,17.8,12,-0.073,6.6,2.65,0.0,spatial_fill
Kecskemét,HU,46.9062,19.6913,1,-2.77,4.038,0.0,0.2,station
Kecskemét,HU,46.9062,19.6913,2,-0.445,8.46,4.0,0.201,station
Kecskemét,HU,46.9062,19.6913,3,1.709,12.715,10.5,0.2,station
Kecskemét,HU,46.9062,19.6913,4,5.933,17.87,18.5,0.2,station
Kecskemét,HU,46.9062,19.6913,5,10.572,21.811,19.0,0.2,station
Kecskemét,HU,46.9062,19.6913,6,15.643,27.595,26.5,0.2,station
Kecskemét,HU,46.9062,19.6913,7,16.679,29.175,28.0,0.2,station
Kecskemét,HU,46.9062,19.6913,8,16.614,29.516,29.5,0.2,station
Kecskemét,HU,46.9062,19.6913,9,12.15,23.888,18.0,0.213,station
Kecskemét,HU,46.9062,19.6913,10,6.669,17.632,10.333,0.3,station
Kecskemét,HU,46.9062,19.6913,11,2.28,9.908,2.333,0.3,station
Kecskemét,HU,46.9062,19.6913,12,-0.65,5.408,1.333,0.3,station
Miskolc,HU,48.1033,20.7781,1,-3.215,2.922,0.586,0.0,spatial_fill
Miskolc,HU,48.1033,20.7781,2,-0.676,7.222,5.65,0.0,spatial_fill
Miskolc,HU,48.1033,20.7781,3,1.77,12.187,11.752,0.0,spatial_fill
Miskolc,HU,48.1033,20.7781,4,5.976,17.279,17.249,0.0,spatial_fill
Miskolc,HU,48.1033,20.7781,5,10.228,21.437,17.612,0.0,spatial_fill
Miskolc,HU,48.1033,20.7781,6,15.523,26.985,24.706,0.0,spatial_fill
Miskolc,HU,48.1033,20.7781,7,16.559,28.351,26.329,0.0,spatial_fill
Miskolc,HU,48.1033,20.7781,8,16.592,28.587,27.806,0.0,spatial_fill
Miskolc,HU,48.1033,20.7781,9,12.083,23.127,18.294,0.0,spatial_fill
Miskolc,HU,48.1033,20.7781,10,6.875,16.349,10.966,0.0,spatial_fill
Miskolc,HU,48.1033,20.7781,11,2.341,8.856,2.484,0.0,spatial_fill
Miskolc,HU,48.1033,20.7781,12,-0.95,4.012,0.845,0.0,spatial_fill
Pest,HU,47.5,19.0833,1,-0.533,4.429,1.593,0.0,spatial_fill
Pest,HU,47.5,19.0833,2,1.169,8.244,5.514,0.0,spatial_fill
Pest,HU,47.5,19.0833,3,3.294,12.756,12.106,0.0,spatial_fill
Pest,HU,47.5,19.0833,4,6.639,16.842,17.873,0.0,spatial_fill
Pest,HU,47.5,19.0833,5,10.874,20.227,18.524,0.0,spatial_fill
Pest,HU,47.5,19.0833,6,16.387,27.089,24.69,0.0,spatial_fill
Pest,HU,47.5,19.0833,7,17.891,28.75,27.643,0.0,spatial_fill
Pest,HU,47.5,19.0833,8,17.609,28.819,28.948,0.0,spatial_fill
Pest,HU,47.5,19.0833,9,13.01,23.165,18.962,0.0,spatial_fill
Pest,HU,47.5,19.0833,10,8.197,17.106,11.302,0.0,spatial_fill
Pest,HU,47.5,19.0833,11,3.776,9.413,2.752,0.0,spatial_fill
Pest,HU,47.5,19.0833,12,0.686,4.808,1.197,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,1,-1.607,4.802,2.273,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,2,0.912,8.834,5.915,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,3,3.439,12.719,12.441,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,4,7.004,17.447,17.842,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,5,11.284,21.273,17.77,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,6,16.199,26.941,25.38,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,7,17.661,28.621,27.299,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,8,17.587,28.715,27.984,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,9,13.329,23.608,19.065,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,10,8.471,17.715,12.651,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,11,3.484,10.3,3.579,0.0,spatial_fill
Pécs,HU,46.0762,18.2281,12,0.116,5.919,1.945,0.0,spatial_fill
Sopron,HU,47.685,16.5905,1,-2.411,4.742,6.0,0.2,station
Sopron,HU,47.685,16.5905,2,-0.215,8.699,7.0,0.201,station
Sopron,HU,47.685,16.5905,3,1.817,12.686,12.5,0.2,station
Sopron,HU,47.685,16.5905,4,5.637,16.988,18.0,0.2,station
Sopron,HU,47.685,16.5905,5,9.812,20.662,16.5,0.2,station
Sopron,HU,47.685,16.5905,6,15.03,26.544,20.0,0.1,station
Sopron,HU,47.685,16.5905,7,16.138,27.895,25.0,0.2,station
Sopron,HU,47.685,16.5905,8,15.963,27.32,27.0,0.2,station
Sopron,HU,47.685,16.5905,9,11.363,22.615,19.5,0.213,station
